"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"AD","AD","","","",1,*,"","","","","Base for all types and resources","Mailing and home or office addresses. A sequence of address parts, such as street or post office Box, city, postal code, country, etc.","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"AD.streetAddressLine.nullFlavor","AD.streetAddressLine.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-NullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"AD.streetAddressLine.charset","AD.streetAddressLine.charset","","","Charset",0,1,"","","","code {[]} {[]}
","","For character-based encoding types, this property specifies the character set and character encoding used. The charset shall be identified by an Internet Assigned Numbers Authority (IANA) Charset Registration [] in accordance with RFC 2978 [].","","","","","","","","","",,,,,"",,,,"ED.charset",0,1,"",""
"AD.streetAddressLine.compression","AD.streetAddressLine.compression","","","Compression",0,0,"","","","code {[]} {[]}
","","Indicates whether the raw byte data is compressed, and what compression algorithm was used.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-CompressionAlgorithm","",,,,"ED.compression",0,1,"",""
"AD.streetAddressLine.integrityCheck","AD.streetAddressLine.integrityCheck","","","Integrity Check",0,0,"","","","base64Binary {[]} {[]}
","","The integrity check is a short binary value representing a cryptographically strong checksum that is calculated over the binary data. The purpose of this property, when communicated with a reference is for anyone to validate later whether the reference still resolved to the same data that the reference resolved to when the encapsulated data value with reference was created.","","","","","","","","","",,,,,"",,,,"ED.integrityCheck",0,1,"",""
"AD.streetAddressLine.integrityCheckAlgorithm","AD.streetAddressLine.integrityCheckAlgorithm","","","Integrity Check Algorithm",0,0,"","","","code {[]} {[]}
","","Specifies the algorithm used to compute the integrityCheck value. The cryptographically strong checksum algorithm Secure Hash Algorithm-1 (SHA-1) is currently the industry standard. It has superseded the MD5 algorithm only a couple of years ago, when certain flaws in the security of MD5 were discovered. Currently the SHA-1 hash algorithm is the default choice for the integrity check algorithm. Note that SHA-256 is also entering widespread usage.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-IntegrityCheckAlgorithm","",,,,"ED.integrityCheckAlgorithm",0,1,"",""
"AD.streetAddressLine.language","AD.streetAddressLine.language","","","Language",0,1,"","","","code {[]} {[]}
","","For character based information the language property specifies the human language of the text.","","","","","","","","","",,,,,"",,,,"ED.language",0,1,"",""
"AD.streetAddressLine.mediaType","AD.streetAddressLine.mediaType","","","Media Type",0,1,"","","","code {[]} {[]}
","","Identifies the type of the encapsulated data and identifies a method to interpret or render the data.","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""text/plain""/>","","","","",,,,,"",,,,"ED.mediaType",0,1,"",""
"AD.streetAddressLine.representation","AD.streetAddressLine.representation","","","",0,1,"","","","code {[]} {[]}
","","Specifies the representation of the binary data that is the content of the binary data value","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""TXT""/>","","","","",,,,,"",,,,"ED.representation",0,1,"",""
"AD.streetAddressLine.data[x]","AD.streetAddressLine.data[x]","","","",0,1,"","","","string {[]} {[]}
","","The string value","","","","","","","","","",,,,,"",,,,"ED.data[x]",0,1,"",""
"AD.streetAddressLine.reference","AD.streetAddressLine.reference","","","Reference",0,0,"","","","http://hl7.org/fhir/cda/StructureDefinition/TEL {[]} {[]}
","","A telecommunication address (TEL), such as a URL for HTTP or FTP, which will resolve to precisely the same binary data that could as well have been provided as inline data.","","","","","","","","","",,,,,"",,,,"ED.reference",0,1,"",""
"AD.streetAddressLine.thumbnail","AD.streetAddressLine.thumbnail","","","Thumbnail",0,0,"","","","http://hl7.org/fhir/cda/StructureDefinition/ED {[]} {[]}
","","An abbreviated rendition of the full data. A thumbnail requires significantly fewer resources than the full data, while still maintaining some distinctive similarity with the full data. A thumbnail is typically used with by-reference encapsulated data. It allows a user to select data more efficiently before actually downloading through the reference.","","","","","","","","","",,,,,"",,,,"ED.thumbnail",0,1,"",""
"AD.streetAddressLine.partType","AD.streetAddressLine.partType","","","",0,1,"","","","code {[]} {[]}
","","Specifies the type of the address part","","","","","","","","","",,,,,"",,,,"ADXP.partType",0,1,"",""
"AD.streetAddressLine.partType","AD.streetAddressLine.partType","","","",0,1,"","","","code {[]} {[]}
","","Specifies the type of the address part","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""SAL""/>","","","","",,,,,"",,,,"AD.streetAddressLine.partType",0,1,"",""
"AD.houseNumber","AD.houseNumber","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/ADXP {[]} {[]}
","","The number of a building, house or lot alongside the street. Also known as ""primary street number"". This does not number the street but rather the building.","","","","","","","","","",,,,,"",,,,"AD.houseNumber",0,*,"",""
"AD.houseNumber.nullFlavor","AD.houseNumber.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-NullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"AD.houseNumber.charset","AD.houseNumber.charset","","","Charset",0,1,"","","","code {[]} {[]}
","","For character-based encoding types, this property specifies the character set and character encoding used. The charset shall be identified by an Internet Assigned Numbers Authority (IANA) Charset Registration [] in accordance with RFC 2978 [].","","","","","","","","","",,,,,"",,,,"ED.charset",0,1,"",""
"AD.houseNumber.compression","AD.houseNumber.compression","","","Compression",0,0,"","","","code {[]} {[]}
","","Indicates whether the raw byte data is compressed, and what compression algorithm was used.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-CompressionAlgorithm","",,,,"ED.compression",0,1,"",""
"AD.houseNumber.integrityCheck","AD.houseNumber.integrityCheck","","","Integrity Check",0,0,"","","","base64Binary {[]} {[]}
","","The integrity check is a short binary value representing a cryptographically strong checksum that is calculated over the binary data. The purpose of this property, when communicated with a reference is for anyone to validate later whether the reference still resolved to the same data that the reference resolved to when the encapsulated data value with reference was created.","","","","","","","","","",,,,,"",,,,"ED.integrityCheck",0,1,"",""
"AD.houseNumber.integrityCheckAlgorithm","AD.houseNumber.integrityCheckAlgorithm","","","Integrity Check Algorithm",0,0,"","","","code {[]} {[]}
","","Specifies the algorithm used to compute the integrityCheck value. The cryptographically strong checksum algorithm Secure Hash Algorithm-1 (SHA-1) is currently the industry standard. It has superseded the MD5 algorithm only a couple of years ago, when certain flaws in the security of MD5 were discovered. Currently the SHA-1 hash algorithm is the default choice for the integrity check algorithm. Note that SHA-256 is also entering widespread usage.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-IntegrityCheckAlgorithm","",,,,"ED.integrityCheckAlgorithm",0,1,"",""
"AD.houseNumber.language","AD.houseNumber.language","","","Language",0,1,"","","","code {[]} {[]}
","","For character based information the language property specifies the human language of the text.","","","","","","","","","",,,,,"",,,,"ED.language",0,1,"",""
"AD.houseNumber.mediaType","AD.houseNumber.mediaType","","","Media Type",0,1,"","","","code {[]} {[]}
","","Identifies the type of the encapsulated data and identifies a method to interpret or render the data.","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""text/plain""/>","","","","",,,,,"",,,,"ED.mediaType",0,1,"",""
"AD.houseNumber.representation","AD.houseNumber.representation","","","",0,1,"","","","code {[]} {[]}
","","Specifies the representation of the binary data that is the content of the binary data value","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""TXT""/>","","","","",,,,,"",,,,"ED.representation",0,1,"",""
"AD.houseNumber.data[x]","AD.houseNumber.data[x]","","","",0,1,"","","","string {[]} {[]}
","","The string value","","","","","","","","","",,,,,"",,,,"ED.data[x]",0,1,"",""
"AD.houseNumber.reference","AD.houseNumber.reference","","","Reference",0,0,"","","","http://hl7.org/fhir/cda/StructureDefinition/TEL {[]} {[]}
","","A telecommunication address (TEL), such as a URL for HTTP or FTP, which will resolve to precisely the same binary data that could as well have been provided as inline data.","","","","","","","","","",,,,,"",,,,"ED.reference",0,1,"",""
"AD.houseNumber.thumbnail","AD.houseNumber.thumbnail","","","Thumbnail",0,0,"","","","http://hl7.org/fhir/cda/StructureDefinition/ED {[]} {[]}
","","An abbreviated rendition of the full data. A thumbnail requires significantly fewer resources than the full data, while still maintaining some distinctive similarity with the full data. A thumbnail is typically used with by-reference encapsulated data. It allows a user to select data more efficiently before actually downloading through the reference.","","","","","","","","","",,,,,"",,,,"ED.thumbnail",0,1,"",""
"AD.houseNumber.partType","AD.houseNumber.partType","","","",0,1,"","","","code {[]} {[]}
","","Specifies the type of the address part","","","","","","","","","",,,,,"",,,,"ADXP.partType",0,1,"",""
"AD.houseNumber.partType","AD.houseNumber.partType","","","",0,1,"","","","code {[]} {[]}
","","Specifies the type of the address part","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""BNR""/>","","","","",,,,,"",,,,"AD.houseNumber.partType",0,1,"",""
"AD.houseNumberNumeric","AD.houseNumberNumeric","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/ADXP {[]} {[]}
","","The numeric portion of a building number","","","","","","","","","",,,,,"",,,,"AD.houseNumberNumeric",0,*,"",""
"AD.houseNumberNumeric.nullFlavor","AD.houseNumberNumeric.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-NullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"AD.houseNumberNumeric.charset","AD.houseNumberNumeric.charset","","","Charset",0,1,"","","","code {[]} {[]}
","","For character-based encoding types, this property specifies the character set and character encoding used. The charset shall be identified by an Internet Assigned Numbers Authority (IANA) Charset Registration [] in accordance with RFC 2978 [].","","","","","","","","","",,,,,"",,,,"ED.charset",0,1,"",""
"AD.houseNumberNumeric.compression","AD.houseNumberNumeric.compression","","","Compression",0,0,"","","","code {[]} {[]}
","","Indicates whether the raw byte data is compressed, and what compression algorithm was used.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-CompressionAlgorithm","",,,,"ED.compression",0,1,"",""
"AD.houseNumberNumeric.integrityCheck","AD.houseNumberNumeric.integrityCheck","","","Integrity Check",0,0,"","","","base64Binary {[]} {[]}
","","The integrity check is a short binary value representing a cryptographically strong checksum that is calculated over the binary data. The purpose of this property, when communicated with a reference is for anyone to validate later whether the reference still resolved to the same data that the reference resolved to when the encapsulated data value with reference was created.","","","","","","","","","",,,,,"",,,,"ED.integrityCheck",0,1,"",""
"AD.houseNumberNumeric.integrityCheckAlgorithm","AD.houseNumberNumeric.integrityCheckAlgorithm","","","Integrity Check Algorithm",0,0,"","","","code {[]} {[]}
","","Specifies the algorithm used to compute the integrityCheck value. The cryptographically strong checksum algorithm Secure Hash Algorithm-1 (SHA-1) is currently the industry standard. It has superseded the MD5 algorithm only a couple of years ago, when certain flaws in the security of MD5 were discovered. Currently the SHA-1 hash algorithm is the default choice for the integrity check algorithm. Note that SHA-256 is also entering widespread usage.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-IntegrityCheckAlgorithm","",,,,"ED.integrityCheckAlgorithm",0,1,"",""
"AD.houseNumberNumeric.language","AD.houseNumberNumeric.language","","","Language",0,1,"","","","code {[]} {[]}
","","For character based information the language property specifies the human language of the text.","","","","","","","","","",,,,,"",,,,"ED.language",0,1,"",""
"AD.houseNumberNumeric.mediaType","AD.houseNumberNumeric.mediaType","","","Media Type",0,1,"","","","code {[]} {[]}
","","Identifies the type of the encapsulated data and identifies a method to interpret or render the data.","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""text/plain""/>","","","","",,,,,"",,,,"ED.mediaType",0,1,"",""
"AD.houseNumberNumeric.representation","AD.houseNumberNumeric.representation","","","",0,1,"","","","code {[]} {[]}
","","Specifies the representation of the binary data that is the content of the binary data value","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""TXT""/>","","","","",,,,,"",,,,"ED.representation",0,1,"",""
"AD.houseNumberNumeric.data[x]","AD.houseNumberNumeric.data[x]","","","",0,1,"","","","string {[]} {[]}
","","The string value","","","","","","","","","",,,,,"",,,,"ED.data[x]",0,1,"",""
"AD.houseNumberNumeric.reference","AD.houseNumberNumeric.reference","","","Reference",0,0,"","","","http://hl7.org/fhir/cda/StructureDefinition/TEL {[]} {[]}
","","A telecommunication address (TEL), such as a URL for HTTP or FTP, which will resolve to precisely the same binary data that could as well have been provided as inline data.","","","","","","","","","",,,,,"",,,,"ED.reference",0,1,"",""
"AD.houseNumberNumeric.thumbnail","AD.houseNumberNumeric.thumbnail","","","Thumbnail",0,0,"","","","http://hl7.org/fhir/cda/StructureDefinition/ED {[]} {[]}
","","An abbreviated rendition of the full data. A thumbnail requires significantly fewer resources than the full data, while still maintaining some distinctive similarity with the full data. A thumbnail is typically used with by-reference encapsulated data. It allows a user to select data more efficiently before actually downloading through the reference.","","","","","","","","","",,,,,"",,,,"ED.thumbnail",0,1,"",""
"AD.houseNumberNumeric.partType","AD.houseNumberNumeric.partType","","","",0,1,"","","","code {[]} {[]}
","","Specifies the type of the address part","","","","","","","","","",,,,,"",,,,"ADXP.partType",0,1,"",""
"AD.houseNumberNumeric.partType","AD.houseNumberNumeric.partType","","","",0,1,"","","","code {[]} {[]}
","","Specifies the type of the address part","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""BNN""/>","","","","",,,,,"",,,,"AD.houseNumberNumeric.partType",0,1,"",""
"AD.direction","AD.direction","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/ADXP {[]} {[]}
","","Direction (e.g., N, S, W, E)","","","","","","","","","",,,,,"",,,,"AD.direction",0,*,"",""
"AD.direction.nullFlavor","AD.direction.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-NullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"AD.direction.charset","AD.direction.charset","","","Charset",0,1,"","","","code {[]} {[]}
","","For character-based encoding types, this property specifies the character set and character encoding used. The charset shall be identified by an Internet Assigned Numbers Authority (IANA) Charset Registration [] in accordance with RFC 2978 [].","","","","","","","","","",,,,,"",,,,"ED.charset",0,1,"",""
"AD.direction.compression","AD.direction.compression","","","Compression",0,0,"","","","code {[]} {[]}
","","Indicates whether the raw byte data is compressed, and what compression algorithm was used.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-CompressionAlgorithm","",,,,"ED.compression",0,1,"",""
"AD.direction.integrityCheck","AD.direction.integrityCheck","","","Integrity Check",0,0,"","","","base64Binary {[]} {[]}
","","The integrity check is a short binary value representing a cryptographically strong checksum that is calculated over the binary data. The purpose of this property, when communicated with a reference is for anyone to validate later whether the reference still resolved to the same data that the reference resolved to when the encapsulated data value with reference was created.","","","","","","","","","",,,,,"",,,,"ED.integrityCheck",0,1,"",""
"AD.direction.integrityCheckAlgorithm","AD.direction.integrityCheckAlgorithm","","","Integrity Check Algorithm",0,0,"","","","code {[]} {[]}
","","Specifies the algorithm used to compute the integrityCheck value. The cryptographically strong checksum algorithm Secure Hash Algorithm-1 (SHA-1) is currently the industry standard. It has superseded the MD5 algorithm only a couple of years ago, when certain flaws in the security of MD5 were discovered. Currently the SHA-1 hash algorithm is the default choice for the integrity check algorithm. Note that SHA-256 is also entering widespread usage.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-IntegrityCheckAlgorithm","",,,,"ED.integrityCheckAlgorithm",0,1,"",""
"AD.direction.language","AD.direction.language","","","Language",0,1,"","","","code {[]} {[]}
","","For character based information the language property specifies the human language of the text.","","","","","","","","","",,,,,"",,,,"ED.language",0,1,"",""
"AD.direction.mediaType","AD.direction.mediaType","","","Media Type",0,1,"","","","code {[]} {[]}
","","Identifies the type of the encapsulated data and identifies a method to interpret or render the data.","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""text/plain""/>","","","","",,,,,"",,,,"ED.mediaType",0,1,"",""
"AD.direction.representation","AD.direction.representation","","","",0,1,"","","","code {[]} {[]}
","","Specifies the representation of the binary data that is the content of the binary data value","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""TXT""/>","","","","",,,,,"",,,,"ED.representation",0,1,"",""
"AD.direction.data[x]","AD.direction.data[x]","","","",0,1,"","","","string {[]} {[]}
","","The string value","","","","","","","","","",,,,,"",,,,"ED.data[x]",0,1,"",""
"AD.direction.reference","AD.direction.reference","","","Reference",0,0,"","","","http://hl7.org/fhir/cda/StructureDefinition/TEL {[]} {[]}
","","A telecommunication address (TEL), such as a URL for HTTP or FTP, which will resolve to precisely the same binary data that could as well have been provided as inline data.","","","","","","","","","",,,,,"",,,,"ED.reference",0,1,"",""
"AD.direction.thumbnail","AD.direction.thumbnail","","","Thumbnail",0,0,"","","","http://hl7.org/fhir/cda/StructureDefinition/ED {[]} {[]}
","","An abbreviated rendition of the full data. A thumbnail requires significantly fewer resources than the full data, while still maintaining some distinctive similarity with the full data. A thumbnail is typically used with by-reference encapsulated data. It allows a user to select data more efficiently before actually downloading through the reference.","","","","","","","","","",,,,,"",,,,"ED.thumbnail",0,1,"",""
"AD.direction.partType","AD.direction.partType","","","",0,1,"","","","code {[]} {[]}
","","Specifies the type of the address part","","","","","","","","","",,,,,"",,,,"ADXP.partType",0,1,"",""
"AD.direction.partType","AD.direction.partType","","","",0,1,"","","","code {[]} {[]}
","","Specifies the type of the address part","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""DIR""/>","","","","",,,,,"",,,,"AD.direction.partType",0,1,"",""
"AD.streetName","AD.streetName","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/ADXP {[]} {[]}
","","Name of a roadway or artery recognized by a municipality (including street type and direction)","","","","","","","","","",,,,,"",,,,"AD.streetName",0,*,"",""
"AD.streetName.nullFlavor","AD.streetName.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-NullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"AD.streetName.charset","AD.streetName.charset","","","Charset",0,1,"","","","code {[]} {[]}
","","For character-based encoding types, this property specifies the character set and character encoding used. The charset shall be identified by an Internet Assigned Numbers Authority (IANA) Charset Registration [] in accordance with RFC 2978 [].","","","","","","","","","",,,,,"",,,,"ED.charset",0,1,"",""
"AD.streetName.compression","AD.streetName.compression","","","Compression",0,0,"","","","code {[]} {[]}
","","Indicates whether the raw byte data is compressed, and what compression algorithm was used.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-CompressionAlgorithm","",,,,"ED.compression",0,1,"",""
"AD.streetName.integrityCheck","AD.streetName.integrityCheck","","","Integrity Check",0,0,"","","","base64Binary {[]} {[]}
","","The integrity check is a short binary value representing a cryptographically strong checksum that is calculated over the binary data. The purpose of this property, when communicated with a reference is for anyone to validate later whether the reference still resolved to the same data that the reference resolved to when the encapsulated data value with reference was created.","","","","","","","","","",,,,,"",,,,"ED.integrityCheck",0,1,"",""
"AD.streetName.integrityCheckAlgorithm","AD.streetName.integrityCheckAlgorithm","","","Integrity Check Algorithm",0,0,"","","","code {[]} {[]}
","","Specifies the algorithm used to compute the integrityCheck value. The cryptographically strong checksum algorithm Secure Hash Algorithm-1 (SHA-1) is currently the industry standard. It has superseded the MD5 algorithm only a couple of years ago, when certain flaws in the security of MD5 were discovered. Currently the SHA-1 hash algorithm is the default choice for the integrity check algorithm. Note that SHA-256 is also entering widespread usage.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-IntegrityCheckAlgorithm","",,,,"ED.integrityCheckAlgorithm",0,1,"",""
"AD.streetName.language","AD.streetName.language","","","Language",0,1,"","","","code {[]} {[]}
","","For character based information the language property specifies the human language of the text.","","","","","","","","","",,,,,"",,,,"ED.language",0,1,"",""
"AD.streetName.mediaType","AD.streetName.mediaType","","","Media Type",0,1,"","","","code {[]} {[]}
","","Identifies the type of the encapsulated data and identifies a method to interpret or render the data.","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""text/plain""/>","","","","",,,,,"",,,,"ED.mediaType",0,1,"",""
"AD.streetName.representation","AD.streetName.representation","","","",0,1,"","","","code {[]} {[]}
","","Specifies the representation of the binary data that is the content of the binary data value","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""TXT""/>","","","","",,,,,"",,,,"ED.representation",0,1,"",""
"AD.streetName.data[x]","AD.streetName.data[x]","","","",0,1,"","","","string {[]} {[]}
","","The string value","","","","","","","","","",,,,,"",,,,"ED.data[x]",0,1,"",""
"AD.streetName.reference","AD.streetName.reference","","","Reference",0,0,"","","","http://hl7.org/fhir/cda/StructureDefinition/TEL {[]} {[]}
","","A telecommunication address (TEL), such as a URL for HTTP or FTP, which will resolve to precisely the same binary data that could as well have been provided as inline data.","","","","","","","","","",,,,,"",,,,"ED.reference",0,1,"",""
"AD.streetName.thumbnail","AD.streetName.thumbnail","","","Thumbnail",0,0,"","","","http://hl7.org/fhir/cda/StructureDefinition/ED {[]} {[]}
","","An abbreviated rendition of the full data. A thumbnail requires significantly fewer resources than the full data, while still maintaining some distinctive similarity with the full data. A thumbnail is typically used with by-reference encapsulated data. It allows a user to select data more efficiently before actually downloading through the reference.","","","","","","","","","",,,,,"",,,,"ED.thumbnail",0,1,"",""
"AD.streetName.partType","AD.streetName.partType","","","",0,1,"","","","code {[]} {[]}
","","Specifies the type of the address part","","","","","","","","","",,,,,"",,,,"ADXP.partType",0,1,"",""
"AD.streetName.partType","AD.streetName.partType","","","",0,1,"","","","code {[]} {[]}
","","Specifies the type of the address part","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""STR""/>","","","","",,,,,"",,,,"AD.streetName.partType",0,1,"",""
"AD.streetNameBase","AD.streetNameBase","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/ADXP {[]} {[]}
","","The base name of a roadway or artery recognized by a municipality (excluding street type and direction)","","","","","","","","","",,,,,"",,,,"AD.streetNameBase",0,*,"",""
"AD.streetNameBase.nullFlavor","AD.streetNameBase.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-NullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"AD.streetNameBase.charset","AD.streetNameBase.charset","","","Charset",0,1,"","","","code {[]} {[]}
","","For character-based encoding types, this property specifies the character set and character encoding used. The charset shall be identified by an Internet Assigned Numbers Authority (IANA) Charset Registration [] in accordance with RFC 2978 [].","","","","","","","","","",,,,,"",,,,"ED.charset",0,1,"",""
"AD.streetNameBase.compression","AD.streetNameBase.compression","","","Compression",0,0,"","","","code {[]} {[]}
","","Indicates whether the raw byte data is compressed, and what compression algorithm was used.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-CompressionAlgorithm","",,,,"ED.compression",0,1,"",""
"AD.streetNameBase.integrityCheck","AD.streetNameBase.integrityCheck","","","Integrity Check",0,0,"","","","base64Binary {[]} {[]}
","","The integrity check is a short binary value representing a cryptographically strong checksum that is calculated over the binary data. The purpose of this property, when communicated with a reference is for anyone to validate later whether the reference still resolved to the same data that the reference resolved to when the encapsulated data value with reference was created.","","","","","","","","","",,,,,"",,,,"ED.integrityCheck",0,1,"",""
"AD.streetNameBase.integrityCheckAlgorithm","AD.streetNameBase.integrityCheckAlgorithm","","","Integrity Check Algorithm",0,0,"","","","code {[]} {[]}
","","Specifies the algorithm used to compute the integrityCheck value. The cryptographically strong checksum algorithm Secure Hash Algorithm-1 (SHA-1) is currently the industry standard. It has superseded the MD5 algorithm only a couple of years ago, when certain flaws in the security of MD5 were discovered. Currently the SHA-1 hash algorithm is the default choice for the integrity check algorithm. Note that SHA-256 is also entering widespread usage.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-IntegrityCheckAlgorithm","",,,,"ED.integrityCheckAlgorithm",0,1,"",""
"AD.streetNameBase.language","AD.streetNameBase.language","","","Language",0,1,"","","","code {[]} {[]}
","","For character based information the language property specifies the human language of the text.","","","","","","","","","",,,,,"",,,,"ED.language",0,1,"",""
"AD.streetNameBase.mediaType","AD.streetNameBase.mediaType","","","Media Type",0,1,"","","","code {[]} {[]}
","","Identifies the type of the encapsulated data and identifies a method to interpret or render the data.","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""text/plain""/>","","","","",,,,,"",,,,"ED.mediaType",0,1,"",""
"AD.streetNameBase.representation","AD.streetNameBase.representation","","","",0,1,"","","","code {[]} {[]}
","","Specifies the representation of the binary data that is the content of the binary data value","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""TXT""/>","","","","",,,,,"",,,,"ED.representation",0,1,"",""
"AD.streetNameBase.data[x]","AD.streetNameBase.data[x]","","","",0,1,"","","","string {[]} {[]}
","","The string value","","","","","","","","","",,,,,"",,,,"ED.data[x]",0,1,"",""
"AD.streetNameBase.reference","AD.streetNameBase.reference","","","Reference",0,0,"","","","http://hl7.org/fhir/cda/StructureDefinition/TEL {[]} {[]}
","","A telecommunication address (TEL), such as a URL for HTTP or FTP, which will resolve to precisely the same binary data that could as well have been provided as inline data.","","","","","","","","","",,,,,"",,,,"ED.reference",0,1,"",""
"AD.streetNameBase.thumbnail","AD.streetNameBase.thumbnail","","","Thumbnail",0,0,"","","","http://hl7.org/fhir/cda/StructureDefinition/ED {[]} {[]}
","","An abbreviated rendition of the full data. A thumbnail requires significantly fewer resources than the full data, while still maintaining some distinctive similarity with the full data. A thumbnail is typically used with by-reference encapsulated data. It allows a user to select data more efficiently before actually downloading through the reference.","","","","","","","","","",,,,,"",,,,"ED.thumbnail",0,1,"",""
"AD.streetNameBase.partType","AD.streetNameBase.partType","","","",0,1,"","","","code {[]} {[]}
","","Specifies the type of the address part","","","","","","","","","",,,,,"",,,,"ADXP.partType",0,1,"",""
"AD.streetNameBase.partType","AD.streetNameBase.partType","","","",0,1,"","","","code {[]} {[]}
","","Specifies the type of the address part","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""STB""/>","","","","",,,,,"",,,,"AD.streetNameBase.partType",0,1,"",""
"AD.streetNameType","AD.streetNameType","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/ADXP {[]} {[]}
","","The designation given to the street. (e.g. Street, Avenue, Crescent, etc.)","","","","","","","","","",,,,,"",,,,"AD.streetNameType",0,*,"",""
"AD.streetNameType.nullFlavor","AD.streetNameType.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-NullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"AD.streetNameType.charset","AD.streetNameType.charset","","","Charset",0,1,"","","","code {[]} {[]}
","","For character-based encoding types, this property specifies the character set and character encoding used. The charset shall be identified by an Internet Assigned Numbers Authority (IANA) Charset Registration [] in accordance with RFC 2978 [].","","","","","","","","","",,,,,"",,,,"ED.charset",0,1,"",""
